predicted,test
7.442365705469789,7.25
8.838500991560442,8.63
11.774241229453144,10.71
8.907936256119061,12.1
5.079606802827991,4.11
7.196060158230625,7.17
8.838500991560442,9.99
11.80547562842682,13.65
7.998970765669115,7.93
7.403709681732555,6.82
7.471160287870616,7.1
11.250020993718978,11.49
6.232584817412814,7.3
5.624792685669205,5.36
10.33906783079624,10.61
13.531362712763322,13.13
8.65372295317867,11.36
7.998970765669115,8.55
10.063157757789321,10.34
11.625292905832149,12.53
9.816413553865253,9.01
9.722593065450084,9.52
7.442365705469789,6.81
9.722593065450084,10.56
6.232584817412814,6.04
10.33906783079624,9.24
7.442365705469789,4.46
13.07526226328407,10.15
10.063157757789321,8.41
10.33906783079624,8.25
13.005857178228595,9.79
10.33906783079624,10.62
10.33906783079624,9.71
8.314800529814553,14.28
18.944467698023526,13.5
7.852588843319505,7.3
8.94238959906055,10.68
10.063157757789321,7.31
12.340301130079297,11.24
11.625292905832149,13.65
11.83457104214841,12.59
7.196060158230625,9.31
8.838500991560442,7.13
8.261845612870081,11.38
8.314800529814553,8.0
8.907936256119061,7.97
7.938334025210264,6.68
10.33906783079624,9.27
9.194089922432493,9.55
6.847809030818327,6.54
5.845962036792073,5.74
10.841328980565205,6.77
13.07526226328407,25.0
13.531362712763322,10.17
10.094164041259704,8.6
9.194089922432493,7.84
7.928973166162874,8.91
9.709254301216674,9.64
7.196060158230625,6.37
21.346573148999695,12.89
8.838500991560442,9.92
12.831477828857773,12.53
8.838500991560442,6.78
8.907936256119061,8.98
8.65372295317867,9.08
5.079606802827991,4.76
8.647158116039071,9.31
8.221011026403916,8.2
8.261845612870081,8.55
8.907936256119061,11.21
7.928973166162874,6.23
13.07526226328407,12.36
8.647158116039071,7.11
11.625292905832149,11.05
7.442365705469789,9.46
10.063157757789321,10.24
10.207087734522977,10.03
13.531362712763322,10.71
7.442365705469789,6.53
8.65372295317867,8.83
8.838500991560442,9.81
11.774241229453144,12.0
11.80547562842682,8.9
10.063157757789321,9.73
18.944467698023526,17.43
23.177253952123586,18.57
7.729044751571885,7.02
8.838500991560442,8.55
6.847809030818327,6.65
7.729044751571885,5.46
7.876390583580291,7.52
13.531362712763322,13.68
7.928973166162874,6.26
7.378172387390861,7.52
10.063157757789321,9.75
7.928973166162874,7.99
4.908717361832286,4.44
14.322823394246068,13.8
7.442365705469789,6.54
7.403709681732555,10.15
5.624792685669205,6.32
8.65372295317867,7.77
9.709254301216674,7.67
7.928973166162874,8.34
9.743739449869253,8.78
8.94238959906055,8.5
8.94238959906055,11.0
11.774241229453144,10.06
8.647158116039071,8.76
11.749349639187525,10.05
7.442365705469789,7.9
10.012576990414942,8.84
7.729044751571885,5.98
8.65372295317867,8.01
8.261845612870081,8.9
8.838500991560442,8.32
7.403709681732555,7.3
5.845962036792073,4.6
6.847809030818327,6.13
10.094164041259704,9.86
6.847809030818327,6.16
7.938334025210264,6.94
10.063157757789321,9.06
58.82604732258667,75.0
6.359513397379527,5.16
6.847809030818327,5.61
9.722593065450084,10.05
8.94238959906055,8.41
10.33906783079624,8.1
8.647158116039071,8.74
8.359532448427327,8.56
11.80547562842682,11.11
7.403709681732555,8.52
11.774241229453144,9.75
8.0875827440554,6.02
7.403709681732555,7.33
6.818063356781513,8.72
6.847809030818327,7.3
7.729044751571885,7.55
7.928973166162874,8.55
8.65372295317867,6.99
10.207087734522977,10.04
10.063157757789321,8.03
11.004325903428487,9.37
10.33906783079624,30.0
8.838500991560442,7.93
8.838500991560442,8.75
8.647158116039071,8.78
7.928973166162874,6.02
10.33906783079624,7.97
7.729044751571885,7.04
8.951461348633744,7.97
7.729044751571885,10.11
10.33906783079624,10.84
13.531362712763322,13.68
9.690532422121123,11.14
9.816413553865253,9.79
8.221011026403916,8.98
8.357658000181214,8.15
11.020143187870774,15.41
8.94238959906055,8.32
8.65372295317867,6.61
7.403709681732555,5.53
5.845962036792073,6.52
10.33906783079624,9.57
7.442365705469789,5.73
8.314800529814553,5.81
5.675107816297824,6.7
7.938334025210264,7.1
8.314800529814553,6.56
55.88523590657188,30.0
5.675107816297824,5.99
7.729044751571885,7.87
7.729044751571885,9.83
6.847809030818327,5.46
7.471160287870616,11.46
8.838500991560442,5.77
8.314800529814553,9.02
6.847809030818327,7.91
7.442365705469789,7.93
10.063157757789321,9.07
9.194089922432493,9.55
8.359532448427327,7.83
11.004325903428487,8.36
8.65372295317867,8.95
6.847809030818327,6.52
8.0875827440554,6.74
55.88523590657188,60.0
11.004325903428487,9.76
28.039668154534045,18.5
7.196060158230625,6.53
9.743739449869253,11.56
8.012574554436396,8.63
11.774241229453144,10.78
10.063157757789321,10.81
10.207087734522977,11.1
8.65372295317867,8.1
10.33906783079624,10.3
10.33906783079624,9.32
8.838500991560442,6.3
8.647158116039071,6.0
9.690532422121123,14.64
10.207087734522977,10.27
10.33906783079624,10.56
9.816413553865253,13.3
10.063157757789321,9.72
7.196060158230625,10.9
8.012574554436396,8.52
11.952130149997286,14.91
8.838500991560442,7.23
9.690532422121123,10.8
8.647158116039071,8.65
13.07526226328407,11.01
8.94238959906055,10.7
11.004325903428487,9.16
5.859735739536274,5.95
11.004325903428487,10.39
6.359513397379527,7.09
8.357658000181214,9.81
8.130850338311795,7.67
7.442365705469789,7.98
9.816413553865253,9.65
7.196060158230625,6.72
10.33906783079624,11.48
8.314800529814553,8.2
9.816413553865253,11.8
8.261845612870081,7.62
7.403709681732555,7.53
5.675107816297824,4.95
8.314800529814553,7.75
7.928973166162874,7.04
11.83457104214841,10.37
7.928973166162874,9.22
8.647158116039071,9.12
8.65372295317867,9.29
8.65372295317867,8.12
6.847809030818327,8.2
8.94238959906055,9.56
10.33906783079624,9.54
7.729044751571885,7.9
5.568440116244944,5.55
6.847809030818327,6.83
10.33906783079624,10.75
7.442365705469789,7.44
7.998970765669115,8.49
9.332843157020404,8.57
8.65372295317867,10.69
8.94238959906055,8.32
8.65372295317867,6.86
7.938334025210264,9.33
8.647158116039071,9.37
13.07526226328407,10.53
11.952130149997286,10.59
6.818063356781513,5.76
9.722593065450084,9.01
8.838500991560442,9.25
8.647158116039071,8.29
8.0875827440554,9.31
8.907936256119061,7.91
14.131194229053321,14.91
11.625292905832149,9.94
10.063157757789321,9.59
9.690532422121123,9.73
10.063157757789321,9.98
8.314800529814553,8.1
7.729044751571885,7.28
5.845962036792073,5.74
10.063157757789321,10.7
11.80547562842682,12.63
10.33906783079624,11.34
7.403709681732555,5.72
8.229357448427328,6.0
9.722593065450084,12.14
11.80547562842682,20.96
10.063157757789321,10.3
8.94238959906055,9.9
5.845962036792073,7.96
11.004325903428487,10.66
7.729044751571885,7.3
8.907936256119061,9.86
14.322823394246068,9.65
8.314800529814553,8.53
7.876390583580291,7.78
10.841328980565205,11.09
6.847809030818327,5.03
7.196060158230625,6.8
11.952130149997286,15.41
8.314800529814553,7.88
8.65372295317867,8.09
9.194089922432493,9.54
7.442365705469789,5.82
11.004325903428487,10.17
6.847809030818327,6.73
8.838500991560442,7.91
7.422048336690772,6.62
7.241809707992592,6.31
22.182175173476942,30.5
11.774241229453144,13.27
11.952130149997286,11.69
5.675107816297824,7.47
10.063157757789321,6.59
8.907936256119061,7.23
10.33906783079624,10.27
7.403709681732555,6.53
10.063157757789321,10.73
11.80547562842682,12.59
8.130850338311795,10.17
8.647158116039071,7.48
14.322823394246068,11.54
8.65372295317867,8.75
8.65372295317867,8.71
7.403709681732555,5.73
10.207087734522977,10.85
8.012574554436396,5.98
6.847809030818327,6.78
11.625292905832149,13.61
7.442365705469789,5.94
8.65372295317867,8.83
12.340301130079297,14.91
13.531362712763322,10.6
10.33906783079624,9.98
7.442365705469789,7.92
8.647158116039071,8.11
8.65372295317867,8.71
7.403709681732555,6.37
6.654232682963933,5.0
10.33906783079624,9.4
7.196060158230625,6.16
8.838500991560442,10.2
10.33906783079624,13.37
13.07526226328407,11.29
11.952130149997286,10.12
8.65372295317867,10.46
10.33906783079624,10.29
9.743739449869253,7.12
8.221011026403916,9.34
11.83457104214841,10.76
14.322823394246068,11.46
8.647158116039071,10.85
8.357658000181214,7.79
8.357658000181214,9.49
10.063157757789321,9.04
13.07526226328407,10.61
13.583732226582136,10.19
8.65372295317867,9.66
7.196060158230625,6.31
10.33906783079624,9.38
14.322823394246068,11.76
8.94238959906055,7.95
8.65372295317867,8.88
10.207087734522977,9.39
7.729044751571885,9.09
9.722593065450084,10.27
8.357658000181214,7.37
13.03436876794398,13.95
8.357658000181214,7.59
12.340301130079297,12.0
9.816413553865253,9.33
7.196060158230625,8.26
8.65372295317867,7.72
6.847809030818327,8.72
8.907936256119061,8.08
10.33906783079624,9.83
7.729044751571885,7.98
10.33906783079624,9.98
11.80547562842682,9.94
10.063157757789321,9.43
8.314800529814553,8.9
5.859735739536274,7.19
10.33906783079624,8.6
13.03436876794398,12.98
23.177253952123586,18.25
8.65372295317867,7.23
10.33906783079624,11.58
7.729044751571885,7.02
7.928973166162874,9.86
7.928973166162874,9.89
8.314800529814553,9.74
9.690532422121123,9.57
8.65372295317867,8.78
6.847809030818327,5.0
8.012574554436396,7.29
9.986005231155684,7.53
10.063157757789321,9.8
10.063157757789321,10.06
7.196060158230625,6.53
8.314800529814553,6.78
9.690532422121123,9.8
7.938334025210264,7.53
5.293904031143966,6.87
7.403709681732555,6.73
11.80547562842682,15.41
7.241809707992592,6.66
7.729044751571885,8.2
9.722593065450084,8.43
10.33906783079624,13.39
8.94238959906055,6.05
14.322823394246068,11.81
7.729044751571885,6.13
29.885212391200714,13.68
9.194089922432493,9.55
8.314800529814553,7.1
6.847809030818327,6.76
6.847809030818327,6.44
11.625292905832149,12.5
11.625292905832149,10.54
8.012574554436396,8.81
13.005857178228595,14.78
7.196060158230625,9.81
7.729044751571885,7.68
8.647158116039071,7.23
7.729044751571885,6.8
10.063157757789321,9.41
11.774241229453144,10.71
7.471160287870616,10.03
10.841328980565205,8.97
10.012576990414942,18.5
7.729044751571885,7.27
8.907936256119061,6.5
39.74321346540591,99.99
6.818063356781513,8.98
8.94238959906055,11.38
10.207087734522977,9.24
13.531362712763322,13.68
10.063157757789321,9.2
11.749349639187525,11.28
6.847809030818327,10.17
7.422048336690772,6.49
8.0875827440554,8.56
8.838500991560442,12.36
8.314800529814553,7.55
6.847809030818327,6.83
7.471160287870616,7.91
11.004325903428487,10.63
8.65372295317867,7.57
8.94238959906055,8.73
7.196060158230625,7.81
11.625292905832149,18.57
7.729044751571885,8.46
7.729044751571885,7.13
6.654232682963933,7.1
8.838500991560442,10.47
8.65372295317867,8.31
7.938334025210264,7.99
8.838500991560442,9.39
13.07526226328407,13.68
7.876390583580291,7.28
8.012574554436396,7.03
11.004325903428487,11.74
11.004325903428487,9.35
7.938334025210264,8.5
7.403709681732555,8.83
8.907936256119061,9.81
58.93074937754301,50.02
9.690532422121123,7.98
10.012576990414942,9.88
6.847809030818327,5.1
8.314800529814553,8.49
8.314800529814553,8.25
8.907936256119061,8.79
8.0875827440554,8.32
14.322823394246068,10.74
8.94238959906055,9.63
7.196060158230625,6.54
9.690532422121123,9.08
6.654232682963933,6.68
7.403709681732555,6.85
13.531362712763322,15.24
9.722593065450084,14.28
9.709254301216674,11.71
10.33906783079624,10.46
6.847809030818327,8.75
7.998970765669115,7.53
8.314800529814553,8.4
9.709254301216674,10.72
55.88523590657188,50.0
8.907936256119061,7.61
8.907936256119061,9.29
6.847809030818327,6.82
7.403709681732555,5.64
9.722593065450084,10.29
11.004325903428487,10.19
5.675107816297824,5.98
7.729044751571885,7.08
5.624792685669205,5.08
8.359532448427327,9.1
8.907936256119061,9.09
9.709254301216674,9.1
8.647158116039071,7.33
6.847809030818327,5.18
7.876390583580291,8.36
11.952130149997286,10.57
10.33906783079624,10.49
8.0875827440554,6.73
7.403709681732555,5.2
8.359532448427327,8.4
7.938334025210264,7.77
11.952130149997286,13.33
51.92911009829097,50.0
5.784933312462609,6.68
8.794225353298069,8.59
8.65372295317867,6.57
8.65372295317867,10.37
10.841328980565205,8.79
7.241809707992592,6.54
8.357658000181214,10.43
9.816413553865253,10.43
10.012576990414942,10.28
6.847809030818327,6.74
7.928973166162874,10.09
8.647158116039071,6.83
10.063157757789321,9.72
4.908717361832286,4.95
7.876390583580291,5.21
13.03436876794398,9.41
9.816413553865253,10.02
7.196060158230625,6.58
10.063157757789321,10.25
8.314800529814553,7.89
6.847809030818327,5.74
8.838500991560442,8.0
7.196060158230625,6.59
6.847809030818327,6.08
10.33906783079624,10.2
8.65372295317867,8.81
13.07526226328407,10.17
10.063157757789321,10.11
10.063157757789321,12.83
20.87322026966957,18.5
7.729044751571885,6.72
11.625292905832149,10.79
13.531362712763322,10.89
7.938334025210264,9.29
8.94238959906055,8.83
7.471160287870616,5.4
8.314800529814553,8.2
10.063157757789321,8.72
11.004325903428487,11.14
9.690532422121123,8.97
7.196060158230625,6.89
8.907936256119061,8.78
6.847809030818327,7.36
6.359513397379527,6.87
7.729044751571885,8.2
11.625292905832149,9.27
8.314800529814553,7.1
8.314800529814553,9.84
10.063157757789321,9.16
10.33906783079624,9.54
8.314800529814553,8.04
12.340301130079297,10.94
11.004325903428487,9.15
10.33906783079624,13.43
8.357658000181214,8.48
13.823934147074361,11.84
8.907936256119061,7.9
10.33906783079624,10.49
7.403709681732555,6.87
7.729044751571885,5.12
15.390599153045747,17.4
11.749349639187525,10.58
10.33906783079624,11.45
7.241809707992592,5.53
13.531362712763322,13.68
8.647158116039071,7.23
8.314800529814553,8.2
8.65372295317867,8.22
7.196060158230625,6.82
10.063157757789321,13.68
7.729044751571885,6.29
6.232584817412814,5.65
8.314800529814553,8.16
8.647158116039071,9.7
8.65372295317867,10.03
8.65372295317867,9.88
8.907936256119061,7.83
8.65372295317867,8.36
8.359532448427327,7.56
8.838500991560442,12.42
14.322823394246068,13.56
9.690532422121123,9.06
5.293904031143966,6.87
8.314800529814553,5.53
8.0875827440554,9.7
8.647158116039071,8.29
7.998970765669115,11.69
8.314800529814553,7.23
21.346573148999695,30.98
10.33906783079624,10.24
8.94238959906055,8.52
10.33906783079624,10.76
7.442365705469789,5.23
7.729044751571885,9.53
7.422048336690772,6.51
6.847809030818327,5.66
11.625292905832149,10.08
6.847809030818327,7.62
8.314800529814553,8.09
7.928973166162874,8.61
11.80547562842682,9.98
6.847809030818327,5.98
6.847809030818327,7.53
7.196060158230625,5.03
8.308166063547812,9.0
8.0875827440554,14.64
8.359532448427327,9.02
7.442365705469789,9.12
8.907936256119061,8.07
11.952130149997286,10.79
7.196060158230625,6.42
8.0875827440554,9.62
6.847809030818327,7.77
8.65372295317867,8.53
11.625292905832149,8.44
6.847809030818327,8.06
11.80547562842682,10.37
8.94238959906055,10.11
7.196060158230625,7.56
11.004325903428487,10.47
